center,left,right,steering,throttle,brake,speed
/Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/center_2016_12_26_23_01_49_967.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/left_2016_12_26_23_01_49_967.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/right_2016_12_26_23_01_49_967.jpg, -0.1479061, 0.322198, 0, 27.60013
/Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/center_2016_12_26_23_01_50_078.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/left_2016_12_26_23_01_50_078.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/right_2016_12_26_23_01_50_078.jpg, -0.1575889, 0.322198, 0, 27.7313
/Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/center_2016_12_26_23_01_50_181.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/left_2016_12_26_23_01_50_181.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/right_2016_12_26_23_01_50_181.jpg, -0.1479061, 0.322198, 0, 27.84122
/Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/center_2016_12_26_23_01_50_289.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/left_2016_12_26_23_01_50_289.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/right_2016_12_26_23_01_50_289.jpg, -0.1382232, 0.322198, 0, 27.95011
/Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/center_2016_12_26_23_01_50_394.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/left_2016_12_26_23_01_50_394.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/right_2016_12_26_23_01_50_394.jpg, -0.1382232, 0.322198, 0, 28.08016
/Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/center_2016_12_26_23_01_50_508.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/left_2016_12_26_23_01_50_508.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/right_2016_12_26_23_01_50_508.jpg, -0.1382232, 0.322198, 0, 28.18752
/Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/center_2016_12_26_23_01_50_611.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/left_2016_12_26_23_01_50_611.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/right_2016_12_26_23_01_50_611.jpg, -0.1479061, 0.322198, 0, 28.29316
/Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/center_2016_12_26_23_01_50_722.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/left_2016_12_26_23_01_50_722.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/right_2016_12_26_23_01_50_722.jpg, -0.1382232, 0.322198, 0, 28.41919
/Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/center_2016_12_26_23_01_50_824.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/left_2016_12_26_23_01_50_824.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/right_2016_12_26_23_01_50_824.jpg, -0.09949163, 0.3415638, 0, 28.52937
/Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/center_2016_12_26_23_01_50_925.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/left_2016_12_26_23_01_50_925.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/right_2016_12_26_23_01_50_925.jpg, -0.08012585, 0.3415638, 0, 28.66001
/Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/center_2016_12_26_23_01_51_035.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/left_2016_12_26_23_01_51_035.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/right_2016_12_26_23_01_51_035.jpg, -0.08012585, 0.3512466, 0, 28.82508
/Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/center_2016_12_26_23_01_51_139.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/left_2016_12_26_23_01_51_139.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/right_2016_12_26_23_01_51_139.jpg, -0.002662782, 0.3802953, 0, 28.98062
/Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/center_2016_12_26_23_01_51_239.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/left_2016_12_26_23_01_51_239.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/right_2016_12_26_23_01_51_239.jpg, -0.002662782, 0.3802953, 0, 29.14948
/Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/center_2016_12_26_23_01_51_345.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/left_2016_12_26_23_01_51_345.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/right_2016_12_26_23_01_51_345.jpg, -0.002662782, 0.3802953, 0, 29.31768
/Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/center_2016_12_26_23_01_51_449.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/left_2016_12_26_23_01_51_449.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/right_2016_12_26_23_01_51_449.jpg, -0.002662782, 0.3802953, 0, 29.484
/Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/center_2016_12_26_23_01_51_550.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/left_2016_12_26_23_01_51_550.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/right_2016_12_26_23_01_51_550.jpg, 0, 0.3996611, 0, 29.66886
/Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/center_2016_12_26_23_01_51_656.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/left_2016_12_26_23_01_51_656.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/right_2016_12_26_23_01_51_656.jpg, 0, 0.409344, 0, 29.90235
/Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/center_2016_12_26_23_01_51_759.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/left_2016_12_26_23_01_51_759.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/right_2016_12_26_23_01_51_759.jpg, 0, 0.3996611, 0, 30.04072
/Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/center_2016_12_26_23_01_51_861.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/left_2016_12_26_23_01_51_861.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/right_2016_12_26_23_01_51_861.jpg, 0, 0.409344, 0, 30.03825
/Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/center_2016_12_26_23_01_51_969.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/left_2016_12_26_23_01_51_969.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/right_2016_12_26_23_01_51_969.jpg, 0, 0.3996611, 0, 30.03818
/Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/center_2016_12_26_23_01_52_077.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/left_2016_12_26_23_01_52_077.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/right_2016_12_26_23_01_52_077.jpg, 0, 0.3996611, 0, 30.03743
/Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/center_2016_12_26_23_01_52_179.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/left_2016_12_26_23_01_52_179.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/right_2016_12_26_23_01_52_179.jpg, 0, 0.3996611, 0, 30.03735
/Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/center_2016_12_26_23_01_52_285.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/left_2016_12_26_23_01_52_285.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/right_2016_12_26_23_01_52_285.jpg, -0.02202855, 0.3996611, 0, 30.03592
/Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/center_2016_12_26_23_01_52_386.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/left_2016_12_26_23_01_52_386.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/right_2016_12_26_23_01_52_386.jpg, -0.03171144, 0.3996611, 0, 30.0358
/Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/center_2016_12_26_23_01_52_491.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/left_2016_12_26_23_01_52_491.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/right_2016_12_26_23_01_52_491.jpg, -0.04139432, 0.3899783, 0, 30.03595
/Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/center_2016_12_26_23_01_52_593.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/left_2016_12_26_23_01_52_593.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/right_2016_12_26_23_01_52_593.jpg, -0.0510772, 0.3899783, 0, 30.03474
/Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/center_2016_12_26_23_01_52_698.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/left_2016_12_26_23_01_52_698.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/right_2016_12_26_23_01_52_698.jpg, -0.0510772, 0.3899783, 0, 30.03499
/Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/center_2016_12_26_23_01_52_803.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/left_2016_12_26_23_01_52_803.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/right_2016_12_26_23_01_52_803.jpg, -0.0510772, 0.3996611, 0, 30.03908
/Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/center_2016_12_26_23_01_52_907.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/left_2016_12_26_23_01_52_907.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/right_2016_12_26_23_01_52_907.jpg, -0.0510772, 0.3996611, 0, 30.03818
/Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/center_2016_12_26_23_01_53_010.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/left_2016_12_26_23_01_53_010.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/right_2016_12_26_23_01_53_010.jpg, -0.06076009, 0.3899783, 0, 30.03602
/Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/center_2016_12_26_23_01_53_112.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/left_2016_12_26_23_01_53_112.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/right_2016_12_26_23_01_53_112.jpg, -0.1188574, 0.3802953, 0, 30.03218
/Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/center_2016_12_26_23_01_53_214.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/left_2016_12_26_23_01_53_214.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/right_2016_12_26_23_01_53_214.jpg, -0.1285403, 0.3802953, 0, 30.03196
/Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/center_2016_12_26_23_01_53_320.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/left_2016_12_26_23_01_53_320.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/right_2016_12_26_23_01_53_320.jpg, -0.1285403, 0.3899783, 0, 30.03578
/Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/center_2016_12_26_23_01_53_421.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/left_2016_12_26_23_01_53_421.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/right_2016_12_26_23_01_53_421.jpg, -0.1285403, 0.3899783, 0, 30.03283
/Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/center_2016_12_26_23_01_53_523.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/left_2016_12_26_23_01_53_523.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/right_2016_12_26_23_01_53_523.jpg, -0.1479061, 0.3899783, 0, 30.03271
/Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/center_2016_12_26_23_01_53_628.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/left_2016_12_26_23_01_53_628.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/right_2016_12_26_23_01_53_628.jpg, -0.1382232, 0.3899783, 0, 30.03534
/Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/center_2016_12_26_23_01_53_730.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/left_2016_12_26_23_01_53_730.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/right_2016_12_26_23_01_53_730.jpg, -0.02202855, 0.4287098, 0, 30.04789
/Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/center_2016_12_26_23_01_53_831.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/left_2016_12_26_23_01_53_831.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/right_2016_12_26_23_01_53_831.jpg, -0.06076009, 0.4190269, 0, 30.04355
/Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/center_2016_12_26_23_01_53_933.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/left_2016_12_26_23_01_53_933.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/right_2016_12_26_23_01_53_933.jpg, -0.08012585, 0.409344, 0, 30.04087
/Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/center_2016_12_26_23_01_54_036.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/left_2016_12_26_23_01_54_036.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/right_2016_12_26_23_01_54_036.jpg, -0.08980875, 0.3996611, 0, 30.03701
/Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/center_2016_12_26_23_01_54_138.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/left_2016_12_26_23_01_54_138.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/right_2016_12_26_23_01_54_138.jpg, -0.1575889, 0.3996611, 0, 30.03397
/Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/center_2016_12_26_23_01_54_243.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/left_2016_12_26_23_01_54_243.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/right_2016_12_26_23_01_54_243.jpg, -0.1866376, 0.3996611, 0, 30.03522
/Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/center_2016_12_26_23_01_54_346.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/left_2016_12_26_23_01_54_346.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/right_2016_12_26_23_01_54_346.jpg, -0.1382232, 0.3899783, 0, 30.03485
/Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/center_2016_12_26_23_01_54_452.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/left_2016_12_26_23_01_54_452.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/right_2016_12_26_23_01_54_452.jpg, 0, 0.3996611, 0, 30.03811
/Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/center_2016_12_26_23_01_54_553.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/left_2016_12_26_23_01_54_553.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/right_2016_12_26_23_01_54_553.jpg, 0.1672719, 0.2060034, 0, 29.99116
/Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/center_2016_12_26_23_01_54_655.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/left_2016_12_26_23_01_54_655.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/right_2016_12_26_23_01_54_655.jpg, 0.2253692, 0.1963205, 0, 29.84708
/Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/center_2016_12_26_23_01_54_760.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/left_2016_12_26_23_01_54_760.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/right_2016_12_26_23_01_54_760.jpg, 0.1382232, 0.2060034, 0, 29.76961
/Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/center_2016_12_26_23_01_54_865.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/left_2016_12_26_23_01_54_865.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/right_2016_12_26_23_01_54_865.jpg, 0.1382232, 0.2060034, 0, 29.71511
/Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/center_2016_12_26_23_01_54_966.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/left_2016_12_26_23_01_54_966.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/right_2016_12_26_23_01_54_966.jpg, 0.1382232, 0.2060034, 0, 29.66664
/Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/center_2016_12_26_23_01_55_071.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/left_2016_12_26_23_01_55_071.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/right_2016_12_26_23_01_55_071.jpg, 0.1382232, 0.2060034, 0, 29.61837
/Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/center_2016_12_26_23_01_55_173.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/left_2016_12_26_23_01_55_173.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/right_2016_12_26_23_01_55_173.jpg, 0.1285404, 0.2156862, 0, 29.57062
/Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/center_2016_12_26_23_01_55_279.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/left_2016_12_26_23_01_55_279.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/right_2016_12_26_23_01_55_279.jpg, 0.0413944, 0.2544178, 0, 29.5271
/Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/center_2016_12_26_23_01_55_383.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/left_2016_12_26_23_01_55_383.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/right_2016_12_26_23_01_55_383.jpg, 0, 0.3318809, 0, 29.59989
/Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/center_2016_12_26_23_01_55_485.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/left_2016_12_26_23_01_55_485.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/right_2016_12_26_23_01_55_485.jpg, -0.002662782, 0.2931493, 0, 29.69402
/Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/center_2016_12_26_23_01_55_585.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/left_2016_12_26_23_01_55_585.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/right_2016_12_26_23_01_55_585.jpg, -0.06076009, 0.2641007, 0, 29.71319
/Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/center_2016_12_26_23_01_55_689.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/left_2016_12_26_23_01_55_689.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/right_2016_12_26_23_01_55_689.jpg, -0.2060034, 0.2060034, 0, 29.63686
/Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/center_2016_12_26_23_01_55_795.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/left_2016_12_26_23_01_55_795.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/right_2016_12_26_23_01_55_795.jpg, -0.2447349, 0.2156862, 0, 29.54561
/Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/center_2016_12_26_23_01_55_898.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/left_2016_12_26_23_01_55_898.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/right_2016_12_26_23_01_55_898.jpg, -0.235052, 0.2060034, 0, 29.488
/Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/center_2016_12_26_23_01_55_999.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/left_2016_12_26_23_01_55_999.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/right_2016_12_26_23_01_55_999.jpg, -0.1866376, 0.2253691, 0, 29.45332
/Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/center_2016_12_26_23_01_56_103.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/left_2016_12_26_23_01_56_103.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/right_2016_12_26_23_01_56_103.jpg, -0.06076009, 0.2447349, 0, 29.45576
/Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/center_2016_12_26_23_01_56_206.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/left_2016_12_26_23_01_56_206.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/right_2016_12_26_23_01_56_206.jpg, 0, 0.2253691, 0, 29.44996
/Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/center_2016_12_26_23_01_56_307.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/left_2016_12_26_23_01_56_307.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/right_2016_12_26_23_01_56_307.jpg, 0, 0.2253691, 0, 29.42224
/Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/center_2016_12_26_23_01_56_409.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/left_2016_12_26_23_01_56_409.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/right_2016_12_26_23_01_56_409.jpg, 0, 0.2156862, 0, 29.3953
/Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/center_2016_12_26_23_01_56_512.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/left_2016_12_26_23_01_56_512.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/right_2016_12_26_23_01_56_512.jpg, 0, 0.235052, 0, 29.36269
/Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/center_2016_12_26_23_01_56_612.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/left_2016_12_26_23_01_56_612.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/right_2016_12_26_23_01_56_612.jpg, -0.03171144, 0.235052, 0, 29.35832
/Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/center_2016_12_26_23_01_56_713.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/left_2016_12_26_23_01_56_713.jpg, /Users/matthew/Documents/git/udacity/carnd/CarND-BehavioralCloning-P3/IMG/right_2016_12_26_23_01_56_713.jpg, -0.04139432, 0.235052, 0, 29.34713
